,分頁,項目,Code,繁中文案,簡中文案,英文文案,韓文文案,zh-TW.json,en-US.json,zh-CN.json,ko-KR.json
,,,detail_info_t_sharpe_ratio,衡量交易策略的風險報酬比，也就是考量風險下的獲利能力,衡量交易策略的风险报酬比，也就是考量风险下的获利能力,This ratio examines the strategy’s performance by adjusting for its risk.,이 비율은 위험성을 조정함으로써 전략의 성과를 검토합니다.',"detail_info_t_sharpe_ratio: ""衡量交易策略的風險報酬比，也就是考量風險下的獲利能力"",","detail_info_t_sharpe_ratio: ""This ratio examines the strategy’s performance by adjusting for its risk."",","detail_info_t_sharpe_ratio: ""衡量交易策略的风险报酬比，也就是考量风险下的获利能力"",","detail_info_t_sharpe_ratio: ""이 비율은 위험성을 조정함으로써 전략의 성과를 검토합니다.\'"","
,,,detail_info_t_leverage,限制交易策略的資產運用占交易所帳戶淨值的最大比例，例如槓桿為 2，則表示當帳戶有 1 BTC 時，最多只能持有 2 BTC 的部位,限制交易策略的资产运用占交易所帐户淨值的最大比例，例如槓杆为 2，则表示当帐户有 1 BTC 时，最多只能持有 2 BTC 的部位,"This ratio limits the amount of investment assets the strategy is allowed to borrow. Eg. If the leverage is 2x, the invested 1 BTC may hold a position up to 2 BTC.",거래 전략을 제한하는 자산 운용은 2레버리지와 같은 순 거래 계정의 가장 큰 비율을 차지하며,"detail_info_t_leverage: ""限制交易策略的資產運用占交易所帳戶淨值的最大比例，例如槓桿為 2，則表示當帳戶有 1 BTC 時，最多只能持有 2 BTC 的部位"",","detail_info_t_leverage: ""This ratio limits the amount of investment assets the strategy is allowed to borrow. Eg. If the leverage is 2x, the invested 1 BTC may hold a position up to 2 BTC."",","detail_info_t_leverage: ""限制交易策略的资产运用占交易所帐户淨值的最大比例，例如槓杆为 2，则表示当帐户有 1 BTC 时，最多只能持有 2 BTC 的部位"",","detail_info_t_leverage: ""거래 전략을 제한하는 자산 운용은 2레버리지와 같은 순 거래 계정의 가장 큰 비율을 차지하며"","
,,,detail_info_t_require_stake,會員跟投此策略最低需要存入的代幣保證金，當獲利時才會根據績效費計算扣除,会员跟投此策略最低需要存入的代币保证金，当获利时才会根据绩效费计算扣除,Members must stake a minimum amount specified by the strategy. Stake is only proportionally deducted when performance is positive.,회원은 전략에 의해 지정된 최소 금액을 투자해야 합니다.스테이크는 성과가 긍정적일 때만 비례적으로 공제(차감)됩니다.',"detail_info_t_require_stake: ""會員跟投此策略最低需要存入的代幣保證金，當獲利時才會根據績效費計算扣除"",","detail_info_t_require_stake: ""Members must stake a minimum amount specified by the strategy. Stake is only proportionally deducted when performance is positive."",","detail_info_t_require_stake: ""会员跟投此策略最低需要存入的代币保证金，当获利时才会根据绩效费计算扣除"",","detail_info_t_require_stake: ""회원은 전략에 의해 지정된 최소 금액을 투자해야 합니다.스테이크는 성과가 긍정적일 때만 비례적으로 공제(차감)됩니다.\'"","
,,,detail_info_t_pricing_model,利潤制: 有獲利才需付費,利润制: 有获利才需付费,Profit Sharing: Share some of the profits only when there are profits.,이윤제,"detail_info_t_pricing_model: ""利潤制: 有獲利才需付費"",","detail_info_t_pricing_model: ""Profit Sharing: Share some of the profits only when there are profits."",","detail_info_t_pricing_model: ""利润制: 有获利才需付费"",","detail_info_t_pricing_model: ""이윤제"","
,,,detail_info_t_performance_fee,為此策略實際獲利時需要收的代操費用，當獲利時會直接在履約保證金裡扣除,为此策略实际获利时需要收的代操费用，当获利时会直接在履约保证金裡扣除,This fee is deducted from your stake when performance is positive. The amount is determined by actual performance.,이 수수료는 성과가 긍정적일때 귀하의 스테이크로부터 공제(차감)됩니다. 금액은 실제 성과에 의해 결정됩니다.',"detail_info_t_performance_fee: ""為此策略實際獲利時需要收的代操費用，當獲利時會直接在履約保證金裡扣除"",","detail_info_t_performance_fee: ""This fee is deducted from your stake when performance is positive. The amount is determined by actual performance."",","detail_info_t_performance_fee: ""为此策略实际获利时需要收的代操费用，当获利时会直接在履约保证金裡扣除"",","detail_info_t_performance_fee: ""이 수수료는 성과가 긍정적일때 귀하의 스테이크로부터 공제(차감)됩니다. 금액은 실제 성과에 의해 결정됩니다.\'"","
,,,detail_info_t_trade_week,每週送出交易訊號的次數,每週送出交易讯号的次数,The amount of signals/orders placed per week.,주당 배치된 거래 신호/주문의양',"detail_info_t_trade_week: ""每週送出交易訊號的次數"",","detail_info_t_trade_week: ""The amount of signals/orders placed per week."",","detail_info_t_trade_week: ""每週送出交易讯号的次数"",","detail_info_t_trade_week: ""주당 배치된 거래 신호/주문의양\'"","
,,,detail_info_t_current_position_ratio,策略現階段持倉百分比,策略现阶段持仓百分比,This ratio represents the proportion of investment assets currently utilized in the running strategy.,전략의 현재 단계의 비율.',"detail_info_t_current_position_ratio: ""策略現階段持倉百分比"",","detail_info_t_current_position_ratio: ""This ratio represents the proportion of investment assets currently utilized in the running strategy."",","detail_info_t_current_position_ratio: ""策略现阶段持仓百分比"",","detail_info_t_current_position_ratio: ""전략의 현재 단계의 비율.\'"","
,,,detail_info_t_running_day,交易策略上架以來的運行天數,交易策略上架以来的运行天数,The number of days since the strategy went live.,거래 전략이 실시된 이후 실행일 수',"detail_info_t_running_day: ""交易策略上架以來的運行天數"",","detail_info_t_running_day: ""The number of days since the strategy went live."",","detail_info_t_running_day: ""交易策略上架以来的运行天数"",","detail_info_t_running_day: ""거래 전략이 실시된 이후 실행일 수\'"","
,,,,,,,,,,,
,,,airdrop_loyalty_t_title_main,會員忠誠計劃 火熱開跑,会员忠诚计划 火热开跑,Member Loyalty Program,#N/A,"airdrop_loyalty_t_title_main: ""會員忠誠計劃 火熱開跑"",","airdrop_loyalty_t_title_main: ""Member Loyalty Program"",","airdrop_loyalty_t_title_main: ""会员忠诚计划 火热开跑"",",#N/A
,,,airdrop_loyalty_t_title_main_mobile,會員忠誠計劃<br/>火熱開跑,会员忠诚计划<br/>火热开跑,Member Loyalty Program,#N/A,"airdrop_loyalty_t_title_main_mobile: ""會員忠誠計劃<br/>火熱開跑"",","airdrop_loyalty_t_title_main_mobile: ""Member Loyalty Program"",","airdrop_loyalty_t_title_main_mobile: ""会员忠诚计划<br/>火热开跑"",",#N/A
,,,airdrop_loyalty_t_title_sub,策略跟投再加碼 BCNT獎不完,策略跟投再加码 BCNT奖不完,Earn More BCNT Rewards the More You Subscribe,#N/A,"airdrop_loyalty_t_title_sub: ""策略跟投再加碼 BCNT獎不完"",","airdrop_loyalty_t_title_sub: ""Earn More BCNT Rewards the More You Subscribe"",","airdrop_loyalty_t_title_sub: ""策略跟投再加码 BCNT奖不完"",",#N/A
,,,airdrop_loyalty_t_tab_1,跟投金額加碼獎勵,跟投金额加码奖励,Bonus Investment Rewards,#N/A,"airdrop_loyalty_t_tab_1: ""跟投金額加碼獎勵"",","airdrop_loyalty_t_tab_1: ""Bonus Investment Rewards"",","airdrop_loyalty_t_tab_1: ""跟投金额加码奖励"",",#N/A
,,,airdrop_loyalty_t_tab_2,跟投策略數加碼獎勵,跟投策略数加码奖励,Subscription Rewards,#N/A,"airdrop_loyalty_t_tab_2: ""跟投策略數加碼獎勵"",","airdrop_loyalty_t_tab_2: ""Subscription Rewards"",","airdrop_loyalty_t_tab_2: ""跟投策略数加码奖励"",",#N/A
,,,airdrop_loyalty_t_tab_3,策略跟投推薦獎勵,策略跟投推荐奖励,Referral Rewards,#N/A,"airdrop_loyalty_t_tab_3: ""策略跟投推薦獎勵"",","airdrop_loyalty_t_tab_3: ""Referral Rewards"",","airdrop_loyalty_t_tab_3: ""策略跟投推荐奖励"",",#N/A
,,,airdrop_loyalty_t_tab_mobile_1,跟投金額<br/>加碼獎勵,跟投金额<br/>加码奖励,Bonus Investment Rewards,#N/A,"airdrop_loyalty_t_tab_mobile_1: ""跟投金額<br/>加碼獎勵"",","airdrop_loyalty_t_tab_mobile_1: ""Bonus Investment Rewards"",","airdrop_loyalty_t_tab_mobile_1: ""跟投金额<br/>加码奖励"",",#N/A
,,,airdrop_loyalty_t_tab_mobile_2,跟投策略數<br/>加碼獎勵,跟投策略数<br/>加码奖励,Subscription Rewards,#N/A,"airdrop_loyalty_t_tab_mobile_2: ""跟投策略數<br/>加碼獎勵"",","airdrop_loyalty_t_tab_mobile_2: ""Subscription Rewards"",","airdrop_loyalty_t_tab_mobile_2: ""跟投策略数<br/>加码奖励"",",#N/A
,,,airdrop_loyalty_t_tab_mobile_3,策略跟投<br/>推薦獎勵,策略跟投<br/>推荐奖励,Referral Rewards,#N/A,"airdrop_loyalty_t_tab_mobile_3: ""策略跟投<br/>推薦獎勵"",","airdrop_loyalty_t_tab_mobile_3: ""Referral Rewards"",","airdrop_loyalty_t_tab_mobile_3: ""策略跟投<br/>推荐奖励"",",#N/A
,,,airdrop_loyalty_t_limit_title,本次活動 BCNT 發送總數,本次活动 BCNT 发送总数,BCNT Reward Supply,#N/A,"airdrop_loyalty_t_limit_title: ""本次活動 BCNT 發送總數"",","airdrop_loyalty_t_limit_title: ""BCNT Reward Supply"",","airdrop_loyalty_t_limit_title: ""本次活动 BCNT 发送总数"",",#N/A
,,,airdrop_loyalty_t_period_title,活動時間,活动时间,Period,#N/A,"airdrop_loyalty_t_period_title: ""活動時間"",","airdrop_loyalty_t_period_title: ""Period"",","airdrop_loyalty_t_period_title: ""活动时间"",",#N/A
,,,airdrop_loyalty_t_period_zone,(UTC +8),(UTC +8),(UTC +8),#N/A,"airdrop_loyalty_t_period_zone: ""(UTC +8)"",","airdrop_loyalty_t_period_zone: ""(UTC +8)"",","airdrop_loyalty_t_period_zone: ""(UTC +8)"",",#N/A
,,,airdrop_loyalty_t_period_duration,2019/09/06 12:00 ~ 2019/12/31 24:00,2019/09/06 12:00 ~ 2019/12/31 24:00,2019/09/06 12:00 ~ 2019/12/31 24:00,#N/A,"airdrop_loyalty_t_period_duration: ""2019/09/06 12:00 ~ 2019/12/31 24:00"",","airdrop_loyalty_t_period_duration: ""2019/09/06 12:00 ~ 2019/12/31 24:00"",","airdrop_loyalty_t_period_duration: ""2019/09/06 12:00 ~ 2019/12/31 24:00"",",#N/A
,,,airdrop_loyalty_t_section_title_1_1,單一策略跟投金額越高<br/>BCNT 回饋越多！,单一策略跟投金额越高<br/>BCNT 回馈越多！,Earn more BCNT<br/>when you invest more<br/>in a strategy,#N/A,"airdrop_loyalty_t_section_title_1_1: ""單一策略跟投金額越高<br/>BCNT 回饋越多！"",","airdrop_loyalty_t_section_title_1_1: ""Earn more BCNT<br/>when you invest more<br/>in a strategy"",","airdrop_loyalty_t_section_title_1_1: ""单一策略跟投金额越高<br/>BCNT 回馈越多！"",",#N/A
,,,airdrop_loyalty_t_section_title_1_2,跟投時間至少持續 30 天,跟投时间至少持续 30 天,Subscribe to a strategy for at least<br/>30 days straight,#N/A,"airdrop_loyalty_t_section_title_1_2: ""跟投時間至少持續 30 天"",","airdrop_loyalty_t_section_title_1_2: ""Subscribe to a strategy for at least<br/>30 days straight"",","airdrop_loyalty_t_section_title_1_2: ""跟投时间至少持续 30 天"",",#N/A
,,,airdrop_loyalty_t_section_desc_1_1,獎勵<br/>(BCNT),奖励<br/>(BCNT),Rewards<br/>(BCNT),#N/A,"airdrop_loyalty_t_section_desc_1_1: ""獎勵<br/>(BCNT)"",","airdrop_loyalty_t_section_desc_1_1: ""Rewards<br/>(BCNT)"",","airdrop_loyalty_t_section_desc_1_1: ""奖励<br/>(BCNT)"",",#N/A
,,,airdrop_loyalty_t_section_desc_1_2,跟投金額,跟投金额,Investment Assets,#N/A,"airdrop_loyalty_t_section_desc_1_2: ""跟投金額"",","airdrop_loyalty_t_section_desc_1_2: ""Investment Assets"",","airdrop_loyalty_t_section_desc_1_2: ""跟投金额"",",#N/A
,,,airdrop_loyalty_t_section_title_2_1,單一 Bincentive 帳號<br/>跟投策略數越多，跟投時間越持久，<br/>BCNT 返利越多！,单一 Bincentive 帐号<br/>跟投策略数越多，跟投时间越持久，<br/>BCNT 返利越多！,Earn more BCNT when you subscribe to more strategies with longer periods,#N/A,"airdrop_loyalty_t_section_title_2_1: ""單一 Bincentive 帳號<br/>跟投策略數越多，跟投時間越持久，<br/>BCNT 返利越多！"",","airdrop_loyalty_t_section_title_2_1: ""Earn more BCNT when you subscribe to more strategies with longer periods"",","airdrop_loyalty_t_section_title_2_1: ""单一 Bincentive 帐号<br/>跟投策略数越多，跟投时间越持久，<br/>BCNT 返利越多！"",",#N/A
,,,airdrop_loyalty_t_section_title_2_1_mobile,單一 Bincentive 帳號<br/>跟投策略數越多<br/>跟投時間越持久<br/>BCNT 返利越多！,单一 Bincentive 帐号<br/>跟投策略数越多<br/>跟投时间越持久<br/>BCNT 返利越多！,Earn more BCNT when you subscribe to more strategies with longer periods,#N/A,"airdrop_loyalty_t_section_title_2_1_mobile: ""單一 Bincentive 帳號<br/>跟投策略數越多<br/>跟投時間越持久<br/>BCNT 返利越多！"",","airdrop_loyalty_t_section_title_2_1_mobile: ""Earn more BCNT when you subscribe to more strategies with longer periods"",","airdrop_loyalty_t_section_title_2_1_mobile: ""单一 Bincentive 帐号<br/>跟投策略数越多<br/>跟投时间越持久<br/>BCNT 返利越多！"",",#N/A
,,,airdrop_loyalty_t_section_title_2_2,至少跟投 0.03 BTC/300 USDT,至少跟投 0.03 BTC/300 USDT,With investment assets > 0.03 BTC/300 USDT,#N/A,"airdrop_loyalty_t_section_title_2_2: ""至少跟投 0.03 BTC/300 USDT"",","airdrop_loyalty_t_section_title_2_2: ""With investment assets > 0.03 BTC/300 USDT"",","airdrop_loyalty_t_section_title_2_2: ""至少跟投 0.03 BTC/300 USDT"",",#N/A
,,,airdrop_loyalty_t_section_desc_2_1,跟投 %s 支策略， 跟投時間至少持續 %s 天,跟投 %s 支策略， 跟投时间至少持续 %s 天,Subscribe to %s strategies for at least %s days straight,#N/A,"airdrop_loyalty_t_section_desc_2_1: ""跟投 %s 支策略， 跟投時間至少持續 %s 天"",","airdrop_loyalty_t_section_desc_2_1: ""Subscribe to %s strategies for at least %s days straight"",","airdrop_loyalty_t_section_desc_2_1: ""跟投 %s 支策略， 跟投时间至少持续 %s 天"",",#N/A
,,,airdrop_loyalty_t_section_title_3_1,完成會員註冊後即可產生一組專屬推薦代碼,完成会员注册后即可产生一组专属推荐代码,Complete registration to unveil your unique referral code.,#N/A,"airdrop_loyalty_t_section_title_3_1: ""完成會員註冊後即可產生一組專屬推薦代碼"",","airdrop_loyalty_t_section_title_3_1: ""Complete registration to unveil your unique referral code."",","airdrop_loyalty_t_section_title_3_1: ""完成会员注册后即可产生一组专属推荐代码"",",#N/A
,,,airdrop_loyalty_t_section_title_3_2,將您的專屬推薦代碼分享給好友,将您的专属推荐代码分享给好友,Refer your friends using your referral code.,#N/A,"airdrop_loyalty_t_section_title_3_2: ""將您的專屬推薦代碼分享給好友"",","airdrop_loyalty_t_section_title_3_2: ""Refer your friends using your referral code."",","airdrop_loyalty_t_section_title_3_2: ""将您的专属推荐代码分享给好友"",",#N/A
,,,airdrop_loyalty_t_section_title_3_3,您每推薦一位好友成功註冊為 Bincentive 會員，完成他第一次的策略跟投，跟投金額 0.03 BTC（或是 300 USDT）以上，跟投時間至少持續 30 天，即可獲得 500 BCNT 的推薦獎勵。,您每推荐一位好友成功注册为 Bincentive 会员，完成他第一次的策略跟投，跟投金额 0.03 BTC（或是 300 USDT）以上，跟投时间至少持续 30 天，即可获得 500 BCNT 的推荐奖励。,Collect 500 BCNT for each referral who completes subscribing to a strategy for at least 30 days straight with investment assets > 0.03 BTC (or 300 USDT).,#N/A,"airdrop_loyalty_t_section_title_3_3: ""您每推薦一位好友成功註冊為 Bincentive 會員，完成他第一次的策略跟投，跟投金額 0.03 BTC（或是 300 USDT）以上，跟投時間至少持續 30 天，即可獲得 500 BCNT 的推薦獎勵。"",","airdrop_loyalty_t_section_title_3_3: ""Collect 500 BCNT for each referral who completes subscribing to a strategy for at least 30 days straight with investment assets > 0.03 BTC (or 300 USDT)."",","airdrop_loyalty_t_section_title_3_3: ""您每推荐一位好友成功注册为 Bincentive 会员，完成他第一次的策略跟投，跟投金额 0.03 BTC（或是 300 USDT）以上，跟投时间至少持续 30 天，即可获得 500 BCNT 的推荐奖励。"",",#N/A
,,,airdrop_loyalty_h_bottom_1,"<li>BCNT 獎勵僅依照您策略跟投金額的級距發送一次，採非累進制。例：您跟投了 2 支策略 30 天，跟投金額分別為 0.03 BTC 及 5,001 USDT，您將獲得 500 + 1,500 BCNT。</li>","<li>BCNT 奖励仅依照您策略跟投金额的级距发送一次，採非累进制。例：您跟投了 2 支策略 30 天，跟投金额分别为 0.03 BTC 及 5,001 USDT，您将获得 500 + 1,500 BCNT。</li>'","<li>BCNT rewards are tied to the separate subscriptions you have made and are non-cumulative. Eg. You subscribed to 2 strategies for 30 days with 0.03 BTC and 5,001 USDT, you will be rewarded with 500 + 1,500 BCNT.</li>",#N/A,"airdrop_loyalty_h_bottom_1: ""<li>BCNT 獎勵僅依照您策略跟投金額的級距發送一次，採非累進制。例：您跟投了 2 支策略 30 天，跟投金額分別為 0.03 BTC 及 5,001 USDT，您將獲得 500 + 1,500 BCNT。</li>"",","airdrop_loyalty_h_bottom_1: ""<li>BCNT rewards are tied to the separate subscriptions you have made and are non-cumulative. Eg. You subscribed to 2 strategies for 30 days with 0.03 BTC and 5,001 USDT, you will be rewarded with 500 + 1,500 BCNT.</li>"",","airdrop_loyalty_h_bottom_1: ""<li>BCNT 奖励仅依照您策略跟投金额的级距发送一次，採非累进制。例：您跟投了 2 支策略 30 天，跟投金额分别为 0.03 BTC 及 5,001 USDT，您将获得 500 + 1,500 BCNT。</li>\'"",",#N/A
,,,airdrop_loyalty_h_policy_1,<li>BCNT 獎勵將在您的策略訂閱時間達到 30 天後的次工作日中午 12:00 (UTC +8) 統一發放至您的 Bincentive 內建錢包位址。BCNT 匯入時間不包含假日。此獎勵方案僅適用於智能跟投模式 (Mirror Trade)，Bincentive 對此活動保有最終解釋權。</li>,<li>BCNT 奖励将在您的策略订阅时间达到 30 天后的次工作日中午 12:00 (UTC +8) 统一发放至您的 Bincentive 内建钱包位址。BCNT 汇入时间不包含假日。此奖励方案仅适用于智能跟投模式 (Mirror Trade)，Bincentive 对此活动保有最终解释权。</li>,<li>BCNT rewards will be sent to your built-in Bincentive wallet at 12:00 (UTC +8) on the following business day after 30 days of qualifying subscriptions. Business days do not include weekends and holidays. This program is only suitable for Mirror Trade structure. Bincentive reserves the right to final changes.</li>,#N/A,"airdrop_loyalty_h_policy_1: ""<li>BCNT 獎勵將在您的策略訂閱時間達到 30 天後的次工作日中午 12:00 (UTC +8) 統一發放至您的 Bincentive 內建錢包位址。BCNT 匯入時間不包含假日。此獎勵方案僅適用於智能跟投模式 (Mirror Trade)，Bincentive 對此活動保有最終解釋權。</li>"",","airdrop_loyalty_h_policy_1: ""<li>BCNT rewards will be sent to your built-in Bincentive wallet at 12:00 (UTC +8) on the following business day after 30 days of qualifying subscriptions. Business days do not include weekends and holidays. This program is only suitable for Mirror Trade structure. Bincentive reserves the right to final changes.</li>"",","airdrop_loyalty_h_policy_1: ""<li>BCNT 奖励将在您的策略订阅时间达到 30 天后的次工作日中午 12:00 (UTC +8) 统一发放至您的 Bincentive 内建钱包位址。BCNT 汇入时间不包含假日。此奖励方案仅适用于智能跟投模式 (Mirror Trade)，Bincentive 对此活动保有最终解释权。</li>"",",#N/A
,,,airdrop_loyalty_h_bottom_2,"<li>目前 Bincentive 僅支援單一帳號跟投多支 BitMEX 策略，跟投多支 Binance 策略功能目前尚未啟動</li><li>BCNT 獎勵比照跟投金額加碼獎勵的跟投金額級距辦理，並依照您策略跟投的時間採累進制。例：您跟投了 1 支 BitMEX 策略及 1 支 Binance 策略，跟投金額分別為 0.03 BTC 及 5,500 USDT ，2支策略的跟投時間均達到了 60 天，您將獲得 500 + 1,500 + 1,000 + 2,000 BCNT。</li>","<li>目前 Bincentive 仅支援单一帐号跟投多支 BitMEX 策略，跟投多支 Binance 策略功能目前尚未启动</li><li>BCNT 奖励比照跟投金额加码奖励的跟投金额级距办理，并依照您策略跟投的时间採累进制。例：您跟投了 1 支 BitMEX 策略及 1 支 Binance 策略，跟投金额分别为 0.03 BTC 及 5,500 USDT ，2支策略的跟投时间均达到了 60 天，您将获得 500 + 1,500 + 1,000 + 2,000 BCNT。</li>","<li>Bincentive now supports multi-subscription for BitMEX strategies. Multi-subcription for Binance strategies are not yet live.</li><li>BCNT rewards are proportional to your investment amounts and subscription periods. Eg. You subscribed to 1 BitMEX an 1 Binance strategies with 0.03 BTC and 5,500 USDT. Both strategies reached 60 days in subscription. You will be rewarded with 500 + 1,500 + 1,000 + 2,000 BCNT.</li>",#N/A,"airdrop_loyalty_h_bottom_2: ""<li>目前 Bincentive 僅支援單一帳號跟投多支 BitMEX 策略，跟投多支 Binance 策略功能目前尚未啟動</li><li>BCNT 獎勵比照跟投金額加碼獎勵的跟投金額級距辦理，並依照您策略跟投的時間採累進制。例：您跟投了 1 支 BitMEX 策略及 1 支 Binance 策略，跟投金額分別為 0.03 BTC 及 5,500 USDT ，2支策略的跟投時間均達到了 60 天，您將獲得 500 + 1,500 + 1,000 + 2,000 BCNT。</li>"",","airdrop_loyalty_h_bottom_2: ""<li>Bincentive now supports multi-subscription for BitMEX strategies. Multi-subcription for Binance strategies are not yet live.</li><li>BCNT rewards are proportional to your investment amounts and subscription periods. Eg. You subscribed to 1 BitMEX an 1 Binance strategies with 0.03 BTC and 5,500 USDT. Both strategies reached 60 days in subscription. You will be rewarded with 500 + 1,500 + 1,000 + 2,000 BCNT.</li>"",","airdrop_loyalty_h_bottom_2: ""<li>目前 Bincentive 仅支援单一帐号跟投多支 BitMEX 策略，跟投多支 Binance 策略功能目前尚未启动</li><li>BCNT 奖励比照跟投金额加码奖励的跟投金额级距办理，并依照您策略跟投的时间採累进制。例：您跟投了 1 支 BitMEX 策略及 1 支 Binance 策略，跟投金额分别为 0.03 BTC 及 5,500 USDT ，2支策略的跟投时间均达到了 60 天，您将获得 500 + 1,500 + 1,000 + 2,000 BCNT。</li>"",",#N/A
,,,airdrop_loyalty_h_policy_2,<li>BCNT 獎勵將在您的策略訂閱時間分別達到 45 / 60 / 90 天後的次工作日中午 12:00 (UTC +8) 統一發放至您的 Bincentive 內建錢包位址。BCNT 匯入時間不包含假日。此獎勵方案僅適用於智能跟投模式 (Mirror Trade)，Bincentive 對此活動保有最終解釋權。</li>,<li>BCNT 奖励将在您的策略订阅时间分别达到 45 / 60 / 90 天后的次工作日中午 12:00 (UTC +8) 统一发放至您的 Bincentive 内建钱包位址。BCNT 汇入时间不包含假日。此奖励方案仅适用于智能跟投模式 (Mirror Trade)，Bincentive 对此活动保有最终解释权。</li>,<li>Bincentive will verify all user registrations. Inappropriate behaviors including abusing the referral system may result in disqualification. This program is only suitable for Mirror Trade structure. Bincentive reserves the right to finalize any changes or decisions.,#N/A,"airdrop_loyalty_h_policy_2: ""<li>BCNT 獎勵將在您的策略訂閱時間分別達到 45 / 60 / 90 天後的次工作日中午 12:00 (UTC +8) 統一發放至您的 Bincentive 內建錢包位址。BCNT 匯入時間不包含假日。此獎勵方案僅適用於智能跟投模式 (Mirror Trade)，Bincentive 對此活動保有最終解釋權。</li>"",","airdrop_loyalty_h_policy_2: ""<li>Bincentive will verify all user registrations. Inappropriate behaviors including abusing the referral system may result in disqualification. This program is only suitable for Mirror Trade structure. Bincentive reserves the right to finalize any changes or decisions."",","airdrop_loyalty_h_policy_2: ""<li>BCNT 奖励将在您的策略订阅时间分别达到 45 / 60 / 90 天后的次工作日中午 12:00 (UTC +8) 统一发放至您的 Bincentive 内建钱包位址。BCNT 汇入时间不包含假日。此奖励方案仅适用于智能跟投模式 (Mirror Trade)，Bincentive 对此活动保有最终解释权。</li>"",",#N/A
,,,airdrop_loyalty_h_bottom_3,<li>BCNT 獎勵將在您的被推薦人的策略訂閱時間達到 30 天後的次工作日中午 12:00 (UTC +8) 統一發放至您的 Bincentive 內建錢包位址。BCNT 匯入時間不包含假日。</li>,<li>BCNT 奖励将在您的被推荐人的策略订阅时间达到 30 天后的次工作日中午 12:00 (UTC +8) 统一发放至您的 Bincentive 内建钱包位址。BCNT 汇入时间不包含假日。</li>,<li>BCNT rewards will be given out at 12:00 (UTC +8) on the following business day when your referees' subscription periods reach 30 days. Rewards will be sent to your built-in Bincentive wallet. BCNT deposits only occur on business days.</li>,#N/A,"airdrop_loyalty_h_bottom_3: ""<li>BCNT 獎勵將在您的被推薦人的策略訂閱時間達到 30 天後的次工作日中午 12:00 (UTC +8) 統一發放至您的 Bincentive 內建錢包位址。BCNT 匯入時間不包含假日。</li>"",","airdrop_loyalty_h_bottom_3: ""<li>BCNT rewards will be given out at 12:00 (UTC +8) on the following business day when your referees\' subscription periods reach 30 days. Rewards will be sent to your built-in Bincentive wallet. BCNT deposits only occur on business days.</li>"",","airdrop_loyalty_h_bottom_3: ""<li>BCNT 奖励将在您的被推荐人的策略订阅时间达到 30 天后的次工作日中午 12:00 (UTC +8) 统一发放至您的 Bincentive 内建钱包位址。BCNT 汇入时间不包含假日。</li>"",",#N/A
,,,airdrop_loyalty_h_policy_3,<li>Bincentive 會審核使用者註冊，推薦用戶及社群申請帳號的正當取得條件，若經審核有以不正當之行為取得獎勵者，Bincentive 對此活動保有最終解釋權。</li>,<li>Bincentive 会审核使用者注册，推荐用户及社群申请帐号的正当取得条件，若经审核有以不正当之行为取得奖励者，Bincentive 对此活动保有最终解释权。</li>,<li>Bincentive will verify all user registrations. Inappropriate behaviors including abusing the referral system may result in disqualification. Bincentive reserves the right to finalize any changes or decisions.</li>,#N/A,"airdrop_loyalty_h_policy_3: ""<li>Bincentive 會審核使用者註冊，推薦用戶及社群申請帳號的正當取得條件，若經審核有以不正當之行為取得獎勵者，Bincentive 對此活動保有最終解釋權。</li>"",","airdrop_loyalty_h_policy_3: ""<li>Bincentive will verify all user registrations. Inappropriate behaviors including abusing the referral system may result in disqualification. Bincentive reserves the right to finalize any changes or decisions.</li>"",","airdrop_loyalty_h_policy_3: ""<li>Bincentive 会审核使用者注册，推荐用户及社群申请帐号的正当取得条件，若经审核有以不正当之行为取得奖励者，Bincentive 对此活动保有最终解释权。</li>"",",#N/A
,,,,,,,,,,,
,,,airdrop_referral_t_title_main,會員邀請返利計畫,会员邀请返利计画,Member Referral Program,,"airdrop_referral_t_title_main: ""會員邀請返利計畫"",","airdrop_referral_t_title_main: ""Member Referral Program"",","airdrop_referral_t_title_main: ""会员邀请返利计画"",","airdrop_referral_t_title_main: """","
,,,airdrop_referral_t_title_main_mobile,會員邀請返利計畫,会员邀请返利计画,Member Referral Program,,"airdrop_referral_t_title_main_mobile: ""會員邀請返利計畫"",","airdrop_referral_t_title_main_mobile: ""Member Referral Program"",","airdrop_referral_t_title_main_mobile: ""会员邀请返利计画"",","airdrop_referral_t_title_main_mobile: """","
,,,airdrop_referral_t_title_sub,推薦好友來跟投 BCNT獎不完,推荐好友来跟投 BCNT奖不完,Earn More BCNT Rewards the More You Refer,,"airdrop_referral_t_title_sub: ""推薦好友來跟投 BCNT獎不完"",","airdrop_referral_t_title_sub: ""Earn More BCNT Rewards the More You Refer"",","airdrop_referral_t_title_sub: ""推荐好友来跟投 BCNT奖不完"",","airdrop_referral_t_title_sub: """","
,,,airdrop_referral_t_period_duration,2020/01/22 - 2020/06/30,2020/01/22 - 2020/06/30,2020/01/22 - 2020/06/30,,"airdrop_referral_t_period_duration: ""2020/01/22 - 2020/06/30"",","airdrop_referral_t_period_duration: ""2020/01/22 - 2020/06/30"",","airdrop_referral_t_period_duration: ""2020/01/22 - 2020/06/30"",","airdrop_referral_t_period_duration: """","
,,,,,,,,,,,
